0,0,0,0,0,0
1,1,0,0,1,0
2,2,0,0,2,0
3,3,0,0,3,0
4,4,0,0,4,0
5,1,0,0,4,0
3,3,0,0,4,0
4,4,0,0,4,0
0,0,0,0,4,0
0,0,0,0,5,0
6,3,0,0,5,0
7,5,0,0,5,0
8,6,0,0,5,0
9,7,0,0,5,0
2,2,0,0,5,0
2,2,0,0,6,0
10,8,0,0,6,0
11,9,0,0,6,0
12,3,0,0,7,0
7,5,0,0,7,0
4,4,0,0,7,0
0,0,0,0,7,0
13,10,0,0,7,0
14,11,0,0,7,0
15,5,0,0,7,0
7,5,0,0,7,0
16,12,0,0,7,0
0,0,0,0,7,0
17,13,0,0,7,0
18,6,0,0,7,0
19,14,0,0,7,0
6,3,0,0,7,0
19,14,0,0,7,0
9,7,0,0,7,0
14,11,0,0,7,0
20,13,0,0,8,0
21,14,0,0,8,0
22,14,0,0,8,0
13,10,0,0,8,0
23,15,0,0,8,0
24,0,0,0,8,0
6,3,0,0,8,0
6,3,0,0,8,0
2,2,0,0,8,0
25,14,0,0,8,0
19,14,0,0,8,0
9,7,0,0,8,0
14,11,0,0,8,0
26,16,0,0,8,0
6,3,0,0,8,0
27,14,0,0,8,0
21,14,0,0,8,0
28,12,0,0,8,0
29,0,0,0,8,0
6,3,0,0,8,0
21,14,0,0,8,0
13,10,0,0,8,0
13,10,0,0,8,0
30,10,0,0,8,0
14,11,0,0,8,0
22,14,0,0,8,0
31,5,0,0,8,0
28,12,0,0,8,0
5,1,0,0,8,0
3,3,0,0,9,0
32,2,0,0,9,0
33,14,0,0,9,0
34,7,0,0,9,0
35,17,0,0,9,0
28,12,0,0,9,0
36,8,0,0,9,0
37,7,0,0,9,0
38,16,0,0,10,0
3,3,0,0,10,0
8,6,0,0,10,0
22,14,0,0,10,0
39,5,0,0,10,0
9,7,0,0,10,0
40,15,0,0,10,0
6,3,0,0,11,0
6,3,0,0,11,0
41,3,0,0,11,0
2,2,0,0,11,0
21,14,0,0,11,0
22,14,0,0,11,0
19,14,0,0,11,0
33,14,0,0,11,0
39,5,0,0,11,0
42,4,0,0,11,0
43,4,0,0,11,0
4,4,0,0,11,0
4,4,0,0,11,0
14,11,0,0,11,0
15,5,0,0,11,0
37,7,0,0,11,0
37,7,0,0,11,0
24,0,0,0,11,0
44,13,0,0,12,0
29,0,0,0,12,0
45,18,0,0,12,0
45,18,0,0,12,0
45,18,0,0,12,0
6,3,0,0,12,0
6,3,0,0,12,0
18,6,0,0,12,0
46,6,0,0,12,0
7,5,0,0,12,0
47,9,0,0,12,0
4,4,0,0,12,0
4,4,0,0,12,0
24,0,0,0,12,0
24,0,0,0,12,0
24,0,0,0,12,0
48,13,0,0,13,0
48,13,0,0,13,0
49,0,0,0,13,0
50,18,0,0,13,0
3,3,0,0,13,0
3,3,0,0,13,0
6,3,0,0,13,0
6,3,0,0,13,0
6,3,0,0,13,0
46,6,0,0,13,0
2,2,0,0,13,0
27,14,0,0,13,0
22,14,0,0,13,0
19,14,0,0,13,0
33,14,0,0,13,0
9,7,0,0,13,0
28,12,0,0,13,0
13,10,0,0,13,0
30,10,0,0,13,0
51,19,0,0,13,0
51,19,0,0,13,0
52,15,0,0,13,0
14,11,0,0,13,0
14,11,0,0,13,0
14,11,0,0,13,0
24,0,0,0,13,0
53,16,0,0,14,0
53,16,0,0,14,0
54,13,0,0,14,0
55,18,0,0,14,0
3,3,0,0,14,0
3,3,0,0,14,0
3,3,0,0,14,0
6,3,0,0,14,0
12,3,0,0,14,0
21,14,0,0,14,0
22,14,0,0,14,0
22,14,0,0,14,0
19,14,0,0,14,0
56,14,0,0,14,0
57,17,0,0,14,0
58,19,0,0,14,0
43,4,0,0,14,0
5,1,0,0,14,0
5,1,0,0,14,0
5,1,0,0,14,0
59,1,0,0,14,0
14,11,0,0,14,0
37,7,0,0,14,0
37,7,0,0,14,0
24,0,0,0,14,0
24,0,0,0,14,0
24,0,0,0,14,0
38,16,0,0,15,0
26,16,0,0,15,0
20,13,0,0,15,0
49,0,0,0,15,0
3,3,0,0,15,0
3,3,0,0,15,0
3,3,0,0,15,0
6,3,0,0,15,0
6,3,0,0,15,0
6,3,0,0,15,0
6,3,0,0,15,0
6,3,0,0,15,0
41,3,0,0,15,0
41,3,0,0,15,0
60,6,0,0,15,0
18,6,0,0,15,0
